age, income, credit_score, loan_amount, loan_term, employment_years, debt_to_income     , existing_loans, savings_balance, will_default, suggested_interest_rate
 41, 13278 ,          423,       92099,        12,                7, 0.5484319869578906 ,              4,            4731,            1,     21.46228781247397
 45, 34310 ,          582,       45955,        60,                3, 0.7677167672687315 ,              2,             803,            1,     20.80435626610713
 25, 72892 ,          479,       77179,        60,                6, 0.42608704724347224,              0,            9775,            1,     24.966465254614082
 45, 54194 ,          396,       53435,        12,                2, 0.7723938911379726 ,              3,           14542,            1,     22.29336656469747
 53, 68560 ,          490,       29044,        48,                2, 0.7566596816613078 ,              1,            3510,            1,     24.613814615297542
 43, 60856 ,          373,       16246,        24,                9, 0.7320368167640237 ,              3,           11730,            1,     21.08559894178871
 25, 79391 ,          746,        7458,        36,                0, 0.7368956824048597 ,              1,             788,            1,     20.650964065477414
 67, 55908 ,          796,       63507,        60,               18, 0.7288231553295903 ,              0,            4485,            1,     21.913377211726562
 45, 63268 ,          783,       11028,        60,                5, 0.6739225684774276 ,              2,            6427,            1,     14.453802042241822
 45, 35515 ,          415,       56901,        60,                2, 0.5864852710237313 ,              0,           15230,            1,     22.475204896239433
 54, 61726 ,          834,       11306,        12,                4, 0.11708572501482578,              3,            4127,            1,     24.611824275680952
 58, 42077 ,          397,       32678,        12,                0, 0.19257751450923677,              1,            6045,            1,     19.951362571831957
 53, 40937 ,          627,       95444,        12,                3, 0.19396243817202702,              1,            9898,            1,     12.16061945891536
 44, 67894 ,          706,       17363,        36,               21, 0.11647819899571292,              3,            9783,            1,     12.937201093983603
 34, 68032 ,          612,       19066,        24,                1, 0.18169123789654568,              3,            7293,            1,     15.051193890685902
 26, 83768 ,          447,       68804,        60,                6, 0.7438225034969744 ,              0,            3982,            1,     18.384269621655974
